1676943740859793505,10128048062464,1766.68
1676943740863987745,10128048062464,900.00
10137727467533,10128048062464,2080.01
1676943740863987774,10128048062464,913.34
1676943740859793524,10128048062464,886.67
1676943740863987756,10128048062464,1233.34
1676944324237148164,10128048062464,3666.69
10137723731973,10128048062464,2406.68
1676943740859793464,10128048062464,1546.67
1676943740859793430,10128048062464,3066.68
1676943740859793426,10128048062464,5306.69
1676944056078516269,10128048062464,3540.02
1676944324237148183,10128048062464,9400.05
1676943740863987790,10128048062464,1060.01
1676943740859793414,10128048062464,1566.67
1676944324237148167,10128048062464,7066.70
1676943740863987810,10128048062464,1220.01
1676944324237148189,10128048062464,9066.71
1676944056082710530,10128048062464,6466.70
10137727467536,10128048062464,1526.67
10137727467528,10128048062464,2793.35
1676943740863987736,10128048062464,9533.38
1676943740863987742,10128048062464,1946.68
1676943740863987798,10128048062464,1766.68
1676943740863987801,10128048062464,933.34
1676944056078516271,10128048062464,1540.01
1676943740863987808,10128048062464,2213.34
1676944056078516251,10128048062464,1826.68
1676943740863987759,10128048062464,1046.67
10137727467526,10128048062464,2640.01
1676944056078516233,10128048062464,2693.35
1676944324237148184,10128048062464,9733.38
1676943740859793512,10128048062464,4400.02
1676943740859793518,10128048062464,1940.01
1676944324237148198,10128048062464,1220.01
10137727467524,10128048062464,1120.01
1676943740859793429,10128048062464,3453.35
1676943740863987718,10128048062464,2613.35
1676943740863987786,10128048062464,800.00
1676943740859793522,10128048062464,3606.68
1676943740859793485,10128048062464,2706.68
1676943740859793489,10128048062464,9666.72
1676943740863987767,10128048062464,673.34
1676944056078516261,10128048062464,2746.68
1676943740859793411,10128048062464,3153.35
10137727467534,10128048062464,1953.34
1676943740859793491,10128048062464,1340.01
1676944056078516230,10128048062464,1833.34
10137723731972,10128048062464,3226.68
1676943740859793420,10128048062464,1500.01
1676944324237148192,10128048062464,9533.38
1676944056078516275,10128048062464,5253.36
1676944056078516270,10128048062464,3126.68
1676943740859793456,10128048062464,2033.34
1676944324237148207,10128048062464,7866.71
1676944056078516255,10128048062464,2860.01
10137723731987,10128048062464,3800.02
1676943740859793446,10128048062464,2066.68
1676943740863987815,10128048062464,1500.01
1676943740863987794,10128048062464,2120.01
1676943740863987731,10128048062464,7866.71
1676944056078516225,10128048062464,6126.70
1676944056078516241,10128048062464,1846.68
10137727467549,10128048062464,2020.01
1676943740863987734,10128048062464,8800.04
1676943740863987761,10128048062464,2186.68
1676943740863987713,10128048062464,2020.01
1676943740863987751,10128048062464,3060.02
1676943740863987738,10128048062464,3540.02
1676943740863987733,10128048062464,8266.71
